listing_id,source,name,category,phone,address,city,state,proof,status,notes
210,Instagram,Care Vet Clinic 210,Vet Clinic,9293981632,NA,Jaipur,Rajasthan,Referral,Needs Review,Possible duplicate
211,Instagram,Paws Pet Groomer 211,Pet Groomer,+91 8608375447,Near main road,Bhopal,Madhya Pradesh,Referral,Needs Review,Possible duplicate
212,Google Maps,Tails Feeder 212,Feeder,NA,Residential area,Noida,Uttar Pradesh,WhatsApp message,Needs Review,Address incomplete
213,Instagram,Pet Pet Groomer 213,Pet Groomer,9601202371,Near main road,Delhi,Delhi,Instagram page,Needs Review,
214,Community Referral,Pet Vet Hospital 214,Vet Hospital,+91 8591854675,NA,Mumbai,Maharashtra,WhatsApp message,Submitted,
215,Facebook Group,Paws NGO 215,NGO,NA,Sector area,Pune,Maharashtra,Instagram page,Verified,Possible duplicate
216,Facebook Group,Pet NGO 216,NGO,NA,NA,Delhi,Delhi,Maps listing,Submitted,Possible duplicate
217,Community Referral,Paws Pet Shop 217,Pet Shop,9879967944,Near main road,Bangalore,Karnataka,Instagram page,Needs Fix,
218,WhatsApp Submission,Care Feeder 218,Feeder,NA,Opposite park,Bangalore,Karnataka,Maps listing,Submitted,
219,Facebook Group,Tails Vet Clinic 219,Vet Clinic,NA,Opposite park,Mumbai,Maharashtra,Justdial page,Submitted,Address incomplete
220,Instagram,Tails Feeder 220,Feeder,NA,Residential area,Mumbai,Maharashtra,Instagram page,Ready,Address incomplete
221,Facebook Group,Animal Pet Boarding 221,Pet Boarding,+91 9325470954,Near main road,Pune,Maharashtra,Justdial page,Submitted,Phone missing
222,Facebook Group,Paws Pet Boarding 222,Pet Boarding,9188847610,Opposite park,Delhi,Delhi,Maps listing,Verified,
223,Community Referral,Tails Pet Boarding 223,Pet Boarding,+91 6343036859,NA,Bhopal,Madhya Pradesh,Referral,Submitted,Phone missing
224,Facebook Group,Tails NGO 224,NGO,+91 6240928883,Sector area,Chennai,Tamil Nadu,Instagram page,Needs Review,Possible duplicate
225,Google Maps,Care Vet Clinic 225,Vet Clinic,+91 8058489947,Residential area,Indore,Madhya Pradesh,Maps listing,Submitted,
226,Facebook Group,Pet Feeder 226,Feeder,+91 8065387209,Sector area,Delhi,Delhi,Maps listing,Needs Review,Address incomplete
227,Community Referral,Paws Vet Hospital 227,Vet Hospital,+91 8902700943,Residential area,Bhopal,Madhya Pradesh,Justdial page,Needs Fix,Possible duplicate
228,WhatsApp Submission,Happy Pet Groomer 228,Pet Groomer,NA,Opposite park,Noida,Uttar Pradesh,Justdial page,Needs Review,
229,WhatsApp Submission,Tails NGO 229,NGO,NA,Near main road,Gurgaon,Haryana,Referral,Ready,Phone missing
230,Google Maps,Animal Pet Trainer 230,Pet Trainer,NA,Residential area,Indore,Madhya Pradesh,WhatsApp message,Submitted,Phone missing
231,Instagram,Trust Pet Groomer 231,Pet Groomer,9613415436,NA,Pune,Maharashtra,Instagram page,Ready,Possible duplicate
232,Instagram,Pet Pet Boarding 232,Pet Boarding,NA,Residential area,Noida,Uttar Pradesh,Maps listing,Needs Review,Phone missing
233,Google Maps,Trust Pet Shop 233,Pet Shop,+91 9096786624,NA,Gurgaon,Haryana,WhatsApp message,Ready,Address incomplete
234,Community Referral,Tails Feeder 234,Feeder,+91 8570197025,Near main road,Bangalore,Karnataka,WhatsApp message,Submitted,Address incomplete
235,WhatsApp Submission,Tails Vet Hospital 235,Vet Hospital,NA,Sector area,Pune,Maharashtra,Instagram page,Needs Review,Address incomplete
236,Community Referral,Paws Pet Groomer 236,Pet Groomer,NA,Near main road,Delhi,Delhi,Instagram page,Verified,Address incomplete
237,Instagram,Happy Vet Clinic 237,Vet Clinic,+91 6215389583,Residential area,Mumbai,Maharashtra,WhatsApp message,Ready,
238,Instagram,Paws Pet Boarding 238,Pet Boarding,9542050365,Sector area,Bhopal,Madhya Pradesh,WhatsApp message,Needs Review,Address incomplete
239,WhatsApp Submission,Tails NGO 239,NGO,NA,Near main road,Mumbai,Maharashtra,Referral,Needs Fix,Possible duplicate
240,Google Maps,Paws Pet Boarding 240,Pet Boarding,+91 8533337919,Sector area,Jaipur,Rajasthan,Referral,Submitted,Address incomplete
241,Community Referral,Trust Pet Groomer 241,Pet Groomer,+91 9180730540,NA,Indore,Madhya Pradesh,Justdial page,Submitted,
242,Community Referral,Care Feeder 242,Feeder,9845466449,Near main road,Indore,Madhya Pradesh,Referral,Needs Review,Phone missing
243,Facebook Group,Animal Pet Groomer 243,Pet Groomer,+91 7095832264,Near main road,Bhopal,Madhya Pradesh,Justdial page,Needs Review,
244,Community Referral,Trust Vet Hospital 244,Vet Hospital,NA,Residential area,Bangalore,Karnataka,Referral,Submitted,Address incomplete
245,Google Maps,Animal Pet Groomer 245,Pet Groomer,9714349306,Opposite park,Chennai,Tamil Nadu,Justdial page,Verified,Possible duplicate
246,Facebook Group,Care Vet Clinic 246,Vet Clinic,+91 7649093116,Sector area,Gurgaon,Haryana,Referral,Verified,Address incomplete
247,Justdial,Trust Pet Boarding 247,Pet Boarding,9845398669,Residential area,Chennai,Tamil Nadu,Referral,Ready,Phone missing
248,Instagram,Care Vet Clinic 248,Vet Clinic,NA,Near main road,Indore,Madhya Pradesh,Maps listing,Verified,Address incomplete
249,Instagram,Happy Vet Clinic 249,Vet Clinic,9262239181,NA,Noida,Uttar Pradesh,Justdial page,Needs Review,Address incomplete
250,WhatsApp Submission,Pet Pet Trainer 250,Pet Trainer,+91 6593751186,Opposite park,Delhi,Delhi,Maps listing,Needs Review,Phone missing
251,Instagram,Paws NGO 251,NGO,NA,NA,Indore,Madhya Pradesh,WhatsApp message,Needs Fix,
252,Justdial,Trust Pet Boarding 252,Pet Boarding,NA,Near main road,Delhi,Delhi,Maps listing,Needs Review,Address incomplete
253,WhatsApp Submission,Paws Pet Groomer 253,Pet Groomer,NA,Opposite park,Mumbai,Maharashtra,Instagram page,Needs Review,
254,Justdial,Pet NGO 254,NGO,NA,NA,Bhopal,Madhya Pradesh,WhatsApp message,Needs Review,Possible duplicate
255,WhatsApp Submission,Trust Pet Boarding 255,Pet Boarding,9493018414,Opposite park,Noida,Uttar Pradesh,WhatsApp message,Submitted,
256,Community Referral,Happy Pet Boarding 256,Pet Boarding,+91 9703840297,Sector area,Pune,Maharashtra,Referral,Verified,Phone missing
257,Community Referral,Paws Pet Groomer 257,Pet Groomer,9125121156,Near main road,Chennai,Tamil Nadu,Instagram page,Ready,
258,Community Referral,Pet NGO 258,NGO,+91 6612743302,Near main road,Mumbai,Maharashtra,Referral,Ready,Phone missing
259,Community Referral,Trust Pet Groomer 259,Pet Groomer,9471850220,Residential area,Bhopal,Madhya Pradesh,Instagram page,Needs Review,Possible duplicate
260,Facebook Group,Animal Feeder 260,Feeder,+91 7779934108,NA,Pune,Maharashtra,Referral,Needs Fix,Phone missing
261,Community Referral,Paws Feeder 261,Feeder,+91 7630486953,Opposite park,Noida,Uttar Pradesh,Maps listing,Submitted,Address incomplete
262,Community Referral,Animal Pet Shop 262,Pet Shop,9598891253,Sector area,Delhi,Delhi,Maps listing,Needs Review,Phone missing
263,Community Referral,Paws Vet Clinic 263,Vet Clinic,+91 7706526213,Sector area,Delhi,Delhi,Maps listing,Ready,Phone missing
264,Instagram,Pet Vet Clinic 264,Vet Clinic,NA,Opposite park,Gurgaon,Haryana,WhatsApp message,Ready,
265,Facebook Group,Trust Vet Hospital 265,Vet Hospital,9740814156,Near main road,Jaipur,Rajasthan,Referral,Ready,Address incomplete
266,Google Maps,Care Pet Shop 266,Pet Shop,9941882047,Residential area,Indore,Madhya Pradesh,Justdial page,Ready,
267,Justdial,Animal Vet Hospital 267,Vet Hospital,+91 6758968547,Near main road,Indore,Madhya Pradesh,Instagram page,Verified,Possible duplicate
268,Community Referral,Care Feeder 268,Feeder,9917327519,Near main road,Gurgaon,Haryana,Justdial page,Submitted,Possible duplicate
269,Instagram,Trust Feeder 269,Feeder,NA,Opposite park,Delhi,Delhi,WhatsApp message,Needs Fix,Phone missing
270,WhatsApp Submission,Animal Pet Groomer 270,Pet Groomer,+91 6396143759,Sector area,Noida,Uttar Pradesh,Justdial page,Verified,Address incomplete
271,Instagram,Paws Vet Clinic 271,Vet Clinic,NA,Residential area,Bhopal,Madhya Pradesh,Maps listing,Verified,Address incomplete
272,Google Maps,Trust Pet Shop 272,Pet Shop,NA,Sector area,Mumbai,Maharashtra,Referral,Verified,Phone missing
273,Google Maps,Trust Pet Groomer 273,Pet Groomer,+91 8160669608,Near main road,Bangalore,Karnataka,Instagram page,Verified,Possible duplicate
274,Instagram,Care Vet Clinic 274,Vet Clinic,9897149700,Near main road,Noida,Uttar Pradesh,Referral,Needs Fix,Address incomplete
275,Google Maps,Happy NGO 275,NGO,+91 6593032157,NA,Jaipur,Rajasthan,WhatsApp message,Needs Review,Possible duplicate
276,WhatsApp Submission,Animal Pet Groomer 276,Pet Groomer,+91 8645941998,NA,Jaipur,Rajasthan,Justdial page,Submitted,
277,Facebook Group,Animal NGO 277,NGO,9195753818,Residential area,Bhopal,Madhya Pradesh,WhatsApp message,Submitted,Address incomplete
278,Instagram,Tails Vet Hospital 278,Vet Hospital,+91 8675564799,Near main road,Delhi,Delhi,WhatsApp message,Needs Review,
279,Community Referral,Trust Feeder 279,Feeder,NA,NA,Jaipur,Rajasthan,WhatsApp message,Needs Review,Phone missing
280,Google Maps,Happy Pet Boarding 280,Pet Boarding,NA,Near main road,Chennai,Tamil Nadu,Referral,Submitted,Possible duplicate
281,WhatsApp Submission,Trust Pet Shop 281,Pet Shop,+91 9348530761,NA,Chennai,Tamil Nadu,Referral,Submitted,Phone missing
282,Community Referral,Trust Pet Boarding 282,Pet Boarding,NA,Sector area,Indore,Madhya Pradesh,WhatsApp message,Needs Review,Address incomplete
283,Instagram,Animal Pet Boarding 283,Pet Boarding,NA,Sector area,Delhi,Delhi,Instagram page,Verified,
284,Google Maps,Tails Feeder 284,Feeder,9892422295,Opposite park,Noida,Uttar Pradesh,Instagram page,Needs Fix,Phone missing
285,Instagram,Pet Pet Shop 285,Pet Shop,NA,Residential area,Jaipur,Rajasthan,Referral,Needs Review,Phone missing
286,Instagram,Care Pet Shop 286,Pet Shop,+91 8409049819,NA,Mumbai,Maharashtra,Justdial page,Needs Fix,Address incomplete
287,Justdial,Pet Vet Clinic 287,Vet Clinic,NA,Near main road,Pune,Maharashtra,WhatsApp message,Verified,Phone missing
288,Instagram,Animal Pet Groomer 288,Pet Groomer,9408623423,NA,Gurgaon,Haryana,WhatsApp message,Verified,Possible duplicate
289,Google Maps,Pet Vet Clinic 289,Vet Clinic,9372694559,Opposite park,Gurgaon,Haryana,Justdial page,Needs Review,Possible duplicate
290,Google Maps,Pet Pet Groomer 290,Pet Groomer,9349676080,Opposite park,Mumbai,Maharashtra,Instagram page,Verified,
291,Facebook Group,Pet Vet Hospital 291,Vet Hospital,+91 7272717905,Opposite park,Noida,Uttar Pradesh,Instagram page,Needs Fix,Address incomplete
292,Facebook Group,Trust Vet Hospital 292,Vet Hospital,NA,Near main road,Pune,Maharashtra,Maps listing,Needs Review,Address incomplete
293,Instagram,Pet Pet Shop 293,Pet Shop,+91 8530935334,NA,Jaipur,Rajasthan,Justdial page,Ready,Possible duplicate
294,Justdial,Tails Feeder 294,Feeder,NA,Near main road,Bhopal,Madhya Pradesh,WhatsApp message,Submitted,
295,WhatsApp Submission,Trust Vet Clinic 295,Vet Clinic,9906188132,Sector area,Pune,Maharashtra,WhatsApp message,Ready,
296,WhatsApp Submission,Tails Vet Hospital 296,Vet Hospital,NA,NA,Indore,Madhya Pradesh,Justdial page,Ready,
297,Facebook Group,Animal Pet Trainer 297,Pet Trainer,+91 7143758692,Sector area,Pune,Maharashtra,WhatsApp message,Needs Fix,Possible duplicate
298,Instagram,Pet Pet Trainer 298,Pet Trainer,9736075496,Sector area,Mumbai,Maharashtra,Referral,Needs Fix,Phone missing
299,Community Referral,Happy Vet Clinic 299,Vet Clinic,9972900718,Near main road,Delhi,Delhi,Justdial page,Ready,
300,Justdial,Happy Vet Clinic 300,Vet Clinic,NA,NA,Chennai,Tamil Nadu,Justdial page,Submitted,Possible duplicate
301,WhatsApp Submission,Care Pet Shop 301,Pet Shop,9464022600,NA,Pune,Maharashtra,Instagram page,Ready,
302,Instagram,Trust Pet Boarding 302,Pet Boarding,NA,NA,Bangalore,Karnataka,Maps listing,Needs Fix,Address incomplete
303,Google Maps,Happy Feeder 303,Feeder,+91 6547819656,Sector area,Mumbai,Maharashtra,Justdial page,Ready,Phone missing
304,Community Referral,Care Vet Clinic 304,Vet Clinic,NA,Sector area,Jaipur,Rajasthan,Maps listing,Submitted,
305,Community Referral,Paws Pet Shop 305,Pet Shop,+91 8330531967,Residential area,Pune,Maharashtra,Instagram page,Submitted,
306,Google Maps,Trust NGO 306,NGO,+91 6165932384,Residential area,Mumbai,Maharashtra,Referral,Submitted,Possible duplicate
307,Community Referral,Trust NGO 307,NGO,9784650859,Near main road,Chennai,Tamil Nadu,Maps listing,Verified,Phone missing
308,Justdial,Animal Pet Shop 308,Pet Shop,+91 8571597453,Opposite park,Chennai,Tamil Nadu,WhatsApp message,Needs Fix,Address incomplete
309,Facebook Group,Happy Pet Trainer 309,Pet Trainer,+91 9101289951,Sector area,Indore,Madhya Pradesh,Maps listing,Needs Fix,Possible duplicate
310,WhatsApp Submission,Care Pet Boarding 310,Pet Boarding,9900325027,Near main road,Pune,Maharashtra,WhatsApp message,Submitted,Possible duplicate
311,WhatsApp Submission,Pet Feeder 311,Feeder,NA,Sector area,Bhopal,Madhya Pradesh,Justdial page,Needs Fix,Possible duplicate
312,Instagram,Pet Vet Hospital 312,Vet Hospital,NA,Opposite park,Delhi,Delhi,Referral,Ready,
313,Community Referral,Paws Feeder 313,Feeder,NA,Sector area,Noida,Uttar Pradesh,Maps listing,Submitted,Possible duplicate
314,Justdial,Care Vet Hospital 314,Vet Hospital,+91 6292504299,Residential area,Bangalore,Karnataka,Maps listing,Needs Review,Address incomplete
315,WhatsApp Submission,Pet Pet Shop 315,Pet Shop,NA,Residential area,Pune,Maharashtra,WhatsApp message,Verified,Possible duplicate
316,Justdial,Trust Feeder 316,Feeder,NA,Near main road,Gurgaon,Haryana,Maps listing,Verified,Possible duplicate
317,Community Referral,Care Pet Shop 317,Pet Shop,9238390293,Residential area,Bangalore,Karnataka,WhatsApp message,Verified,Address incomplete
318,WhatsApp Submission,Animal Vet Clinic 318,Vet Clinic,NA,NA,Jaipur,Rajasthan,Maps listing,Needs Review,
319,Facebook Group,Paws Vet Clinic 319,Vet Clinic,NA,Near main road,Bhopal,Madhya Pradesh,Maps listing,Ready,Phone missing
320,Instagram,Happy Pet Boarding 320,Pet Boarding,NA,NA,Chennai,Tamil Nadu,WhatsApp message,Submitted,Possible duplicate
321,Community Referral,Trust Vet Clinic 321,Vet Clinic,+91 9628596612,Opposite park,Noida,Uttar Pradesh,Referral,Ready,Phone missing
322,WhatsApp Submission,Happy NGO 322,NGO,+91 9244215084,NA,Chennai,Tamil Nadu,WhatsApp message,Verified,Possible duplicate
323,Instagram,Happy Feeder 323,Feeder,9682350057,Residential area,Pune,Maharashtra,Referral,Verified,Phone missing
324,Google Maps,Happy NGO 324,NGO,+91 9618058552,Residential area,Gurgaon,Haryana,Justdial page,Verified,Possible duplicate
325,Justdial,Paws Pet Trainer 325,Pet Trainer,9927074416,Near main road,Delhi,Delhi,Referral,Ready,
326,Community Referral,Pet Pet Trainer 326,Pet Trainer,NA,Sector area,Bangalore,Karnataka,WhatsApp message,Ready,Possible duplicate
327,Facebook Group,Paws NGO 327,NGO,9161650342,Residential area,Pune,Maharashtra,Instagram page,Ready,Possible duplicate
328,Justdial,Care NGO 328,NGO,NA,Near main road,Mumbai,Maharashtra,Maps listing,Needs Review,Possible duplicate
329,WhatsApp Submission,Care Vet Clinic 329,Vet Clinic,9970760905,Opposite park,Noida,Uttar Pradesh,Justdial page,Needs Review,Address incomplete
330,WhatsApp Submission,Care Pet Boarding 330,Pet Boarding,9611817209,Opposite park,Jaipur,Rajasthan,Instagram page,Ready,Address incomplete
331,Facebook Group,Pet Vet Hospital 331,Vet Hospital,9255337976,Opposite park,Bangalore,Karnataka,Instagram page,Ready,Possible duplicate
332,Justdial,Pet Feeder 332,Feeder,NA,NA,Bangalore,Karnataka,Instagram page,Verified,Address incomplete
333,WhatsApp Submission,Happy Vet Clinic 333,Vet Clinic,9762051339,Opposite park,Delhi,Delhi,Justdial page,Verified,Possible duplicate
334,Community Referral,Trust Vet Clinic 334,Vet Clinic,9437011822,Opposite park,Chennai,Tamil Nadu,Maps listing,Needs Review,Address incomplete
335,Google Maps,Paws Pet Groomer 335,Pet Groomer,NA,Residential area,Indore,Madhya Pradesh,Instagram page,Needs Fix,
336,Instagram,Paws Pet Groomer 336,Pet Groomer,NA,Sector area,Noida,Uttar Pradesh,Maps listing,Ready,Possible duplicate
337,Google Maps,Care Vet Hospital 337,Vet Hospital,9718910305,Near main road,Noida,Uttar Pradesh,Instagram page,Submitted,
338,Justdial,Animal Vet Hospital 338,Vet Hospital,9318379225,NA,Chennai,Tamil Nadu,Maps listing,Needs Fix,Possible duplicate
339,Instagram,Happy Pet Trainer 339,Pet Trainer,+91 9403986182,NA,Mumbai,Maharashtra,Referral,Verified,Phone missing
340,Community Referral,Happy NGO 340,NGO,+91 9348073441,Near main road,Bhopal,Madhya Pradesh,Referral,Needs Review,Possible duplicate
341,Google Maps,Happy Feeder 341,Feeder,9454432119,Near main road,Gurgaon,Haryana,WhatsApp message,Verified,
342,Instagram,Happy Feeder 342,Feeder,9108931272,Near main road,Delhi,Delhi,WhatsApp message,Ready,
343,Justdial,Tails Pet Shop 343,Pet Shop,+91 8234878965,Sector area,Pune,Maharashtra,Referral,Needs Fix,
344,Community Referral,Pet Pet Groomer 344,Pet Groomer,+91 6344536455,Near main road,Delhi,Delhi,WhatsApp message,Needs Fix,Possible duplicate
345,Google Maps,Pet Pet Trainer 345,Pet Trainer,+91 8490993548,Sector area,Noida,Uttar Pradesh,Referral,Needs Review,Possible duplicate
346,Community Referral,Animal Pet Groomer 346,Pet Groomer,9402623462,NA,Noida,Uttar Pradesh,WhatsApp message,Ready,Phone missing
347,Community Referral,Tails Pet Groomer 347,Pet Groomer,NA,Sector area,Gurgaon,Haryana,WhatsApp message,Needs Fix,Address incomplete
348,Community Referral,Pet NGO 348,NGO,9975121079,NA,Noida,Uttar Pradesh,WhatsApp message,Needs Fix,
349,Instagram,Care Pet Groomer 349,Pet Groomer,NA,Sector area,Pune,Maharashtra,Referral,Needs Review,Possible duplicate
350,Instagram,Animal Pet Groomer 350,Pet Groomer,9986498074,Opposite park,Noida,Uttar Pradesh,Maps listing,Ready,
351,Instagram,Pet Pet Trainer 351,Pet Trainer,NA,Near main road,Pune,Maharashtra,WhatsApp message,Verified,Address incomplete
352,Community Referral,Animal Feeder 352,Feeder,+91 7933534386,NA,Indore,Madhya Pradesh,WhatsApp message,Needs Review,Possible duplicate
353,Community Referral,Tails Vet Clinic 353,Vet Clinic,9647703463,Sector area,Mumbai,Maharashtra,WhatsApp message,Needs Fix,
354,WhatsApp Submission,Trust Vet Clinic 354,Vet Clinic,+91 8151410409,Near main road,Gurgaon,Haryana,WhatsApp message,Verified,Possible duplicate
355,WhatsApp Submission,Pet Pet Trainer 355,Pet Trainer,9779023355,Opposite park,Delhi,Delhi,Maps listing,Needs Review,Address incomplete
356,Community Referral,Paws Pet Groomer 356,Pet Groomer,9808536214,Residential area,Noida,Uttar Pradesh,Referral,Needs Review,
357,Instagram,Animal Feeder 357,Feeder,+91 8418308201,NA,Pune,Maharashtra,Justdial page,Ready,
358,Instagram,Animal Pet Groomer 358,Pet Groomer,NA,NA,Delhi,Delhi,Instagram page,Needs Fix,Possible duplicate
359,Google Maps,Happy Pet Boarding 359,Pet Boarding,NA,Near main road,Jaipur,Rajasthan,Instagram page,Verified,Phone missing
360,Google Maps,Happy Pet Shop 360,Pet Shop,NA,NA,Noida,Uttar Pradesh,Justdial page,Verified,Phone missing
361,Facebook Group,Care NGO 361,NGO,NA,NA,Bangalore,Karnataka,Referral,Needs Review,Phone missing
362,Google Maps,Care Pet Trainer 362,Pet Trainer,9696351264,Near main road,Bangalore,Karnataka,Instagram page,Submitted,Possible duplicate
363,Google Maps,Pet Pet Shop 363,Pet Shop,NA,Opposite park,Bhopal,Madhya Pradesh,Referral,Needs Review,Phone missing
364,WhatsApp Submission,Pet Feeder 364,Feeder,NA,Residential area,Chennai,Tamil Nadu,Maps listing,Submitted,Possible duplicate
365,Community Referral,Paws Pet Shop 365,Pet Shop,NA,Sector area,Indore,Madhya Pradesh,Referral,Submitted,Possible duplicate
366,Community Referral,Animal Vet Hospital 366,Vet Hospital,+91 6154017012,Residential area,Pune,Maharashtra,Instagram page,Ready,Possible duplicate
367,Community Referral,Tails Vet Clinic 367,Vet Clinic,NA,Residential area,Indore,Madhya Pradesh,Justdial page,Verified,
368,Instagram,Animal Pet Groomer 368,Pet Groomer,+91 7332092210,NA,Bhopal,Madhya Pradesh,Instagram page,Ready,Possible duplicate
369,Community Referral,Tails Vet Clinic 369,Vet Clinic,+91 8304880780,Opposite park,Noida,Uttar Pradesh,Maps listing,Submitted,
370,Community Referral,Animal Pet Trainer 370,Pet Trainer,9649947744,Opposite park,Mumbai,Maharashtra,Referral,Submitted,Phone missing
371,Justdial,Pet Feeder 371,Feeder,NA,Near main road,Jaipur,Rajasthan,Maps listing,Verified,Phone missing
372,Community Referral,Trust Pet Shop 372,Pet Shop,+91 8149638512,Opposite park,Delhi,Delhi,Referral,Verified,Possible duplicate
373,Google Maps,Pet Vet Clinic 373,Vet Clinic,9879121603,Opposite park,Bangalore,Karnataka,WhatsApp message,Submitted,Address incomplete
374,Community Referral,Animal Pet Shop 374,Pet Shop,+91 9281320198,Residential area,Chennai,Tamil Nadu,Maps listing,Verified,Address incomplete
375,Justdial,Paws Vet Hospital 375,Vet Hospital,NA,Opposite park,Bhopal,Madhya Pradesh,WhatsApp message,Needs Review,Phone missing
376,Instagram,Care Vet Hospital 376,Vet Hospital,+91 9752556192,NA,Noida,Uttar Pradesh,Instagram page,Needs Fix,
377,Facebook Group,Paws NGO 377,NGO,NA,Residential area,Mumbai,Maharashtra,WhatsApp message,Ready,Address incomplete
378,Instagram,Paws Vet Hospital 378,Vet Hospital,+91 9281687771,NA,Noida,Uttar Pradesh,Maps listing,Needs Fix,Possible duplicate
379,Community Referral,Happy Pet Boarding 379,Pet Boarding,NA,Near main road,Delhi,Delhi,Instagram page,Needs Fix,Address incomplete
380,Community Referral,Trust Pet Groomer 380,Pet Groomer,9708540763,Sector area,Indore,Madhya Pradesh,Justdial page,Verified,Phone missing
381,WhatsApp Submission,Paws Vet Clinic 381,Vet Clinic,+91 8016806975,Sector area,Jaipur,Rajasthan,Maps listing,Needs Fix,Address incomplete
382,Facebook Group,Animal Pet Trainer 382,Pet Trainer,9467791585,NA,Bhopal,Madhya Pradesh,Maps listing,Submitted,Possible duplicate
383,Facebook Group,Tails Vet Hospital 383,Vet Hospital,NA,Sector area,Jaipur,Rajasthan,Justdial page,Needs Review,Phone missing
384,Google Maps,Tails NGO 384,NGO,+91 6689190628,Residential area,Indore,Madhya Pradesh,WhatsApp message,Verified,
385,Justdial,Pet Vet Hospital 385,Vet Hospital,+91 6488005987,Near main road,Noida,Uttar Pradesh,Justdial page,Submitted,
386,Instagram,Pet Pet Trainer 386,Pet Trainer,NA,Residential area,Mumbai,Maharashtra,Referral,Needs Fix,
387,WhatsApp Submission,Happy NGO 387,NGO,9563947100,Opposite park,Gurgaon,Haryana,Referral,Ready,
388,Instagram,Animal Vet Hospital 388,Vet Hospital,+91 8142848933,Residential area,Jaipur,Rajasthan,Justdial page,Needs Review,Address incomplete
389,Facebook Group,Happy Pet Trainer 389,Pet Trainer,9258320642,NA,Indore,Madhya Pradesh,Maps listing,Verified,Possible duplicate
390,Facebook Group,Happy Pet Groomer 390,Pet Groomer,+91 6492264176,Near main road,Gurgaon,Haryana,Instagram page,Ready,Phone missing
391,Instagram,Trust Pet Boarding 391,Pet Boarding,9871271672,Opposite park,Bangalore,Karnataka,WhatsApp message,Needs Review,Address incomplete
392,Community Referral,Tails Feeder 392,Feeder,9362241453,NA,Bangalore,Karnataka,Maps listing,Needs Review,
393,Justdial,Trust Pet Groomer 393,Pet Groomer,NA,Opposite park,Bangalore,Karnataka,Maps listing,Submitted,Possible duplicate
394,Justdial,Care Pet Boarding 394,Pet Boarding,NA,Residential area,Gurgaon,Haryana,Referral,Needs Fix,
395,Google Maps,Animal Pet Trainer 395,Pet Trainer,+91 7768822726,Near main road,Jaipur,Rajasthan,Justdial page,Needs Review,
396,Instagram,Trust Pet Shop 396,Pet Shop,9586128939,Residential area,Jaipur,Rajasthan,Referral,Needs Review,Possible duplicate
397,Justdial,Pet Feeder 397,Feeder,9147816007,Residential area,Bhopal,Madhya Pradesh,Referral,Needs Review,Possible duplicate
398,Instagram,Animal Pet Boarding 398,Pet Boarding,NA,Residential area,Bangalore,Karnataka,Justdial page,Needs Review,
399,WhatsApp Submission,Pet Pet Boarding 399,Pet Boarding,NA,Sector area,Chennai,Tamil Nadu,Referral,Ready,
400,Justdial,Happy Vet Hospital 400,Vet Hospital,9816434763,Sector area,Jaipur,Rajasthan,Maps listing,Ready,Phone missing
401,Google Maps,Happy NGO 401,NGO,NA,Opposite park,Pune,Maharashtra,Justdial page,Needs Review,Address incomplete
402,Justdial,Paws Feeder 402,Feeder,9964844786,Opposite park,Chennai,Tamil Nadu,Instagram page,Verified,
403,Justdial,Happy Pet Trainer 403,Pet Trainer,9950553720,Near main road,Chennai,Tamil Nadu,Justdial page,Submitted,Possible duplicate
404,Justdial,Animal Pet Shop 404,Pet Shop,9584133049,NA,Bangalore,Karnataka,Maps listing,Ready,
405,Google Maps,Care NGO 405,NGO,NA,Near main road,Gurgaon,Haryana,WhatsApp message,Submitted,
406,Community Referral,Paws Pet Shop 406,Pet Shop,NA,Residential area,Delhi,Delhi,Justdial page,Verified,Address incomplete
407,Community Referral,Pet NGO 407,NGO,9604276547,Residential area,Pune,Maharashtra,Maps listing,Needs Fix,Phone missing
408,Justdial,Trust Pet Groomer 408,Pet Groomer,NA,Residential area,Chennai,Tamil Nadu,WhatsApp message,Ready,
409,WhatsApp Submission,Trust Vet Clinic 409,Vet Clinic,NA,NA,Noida,Uttar Pradesh,WhatsApp message,Ready,Phone missing
410,Justdial,Happy Pet Shop 410,Pet Shop,+91 9442452365,Sector area,Pune,Maharashtra,Instagram page,Submitted,Address incomplete
411,WhatsApp Submission,Trust Pet Boarding 411,Pet Boarding,9510883790,Sector area,Bangalore,Karnataka,Instagram page,Ready,
412,Justdial,Trust Vet Clinic 412,Vet Clinic,NA,Sector area,Bangalore,Karnataka,WhatsApp message,Verified,Possible duplicate
413,Facebook Group,Happy Vet Clinic 413,Vet Clinic,9109089537,Sector area,Bhopal,Madhya Pradesh,Justdial page,Ready,Address incomplete
414,Facebook Group,Animal Pet Boarding 414,Pet Boarding,NA,Sector area,Noida,Uttar Pradesh,WhatsApp message,Submitted,Possible duplicate
415,WhatsApp Submission,Happy Pet Shop 415,Pet Shop,NA,Near main road,Chennai,Tamil Nadu,WhatsApp message,Needs Review,Phone missing
416,Community Referral,Care Feeder 416,Feeder,+91 6444480824,Residential area,Bangalore,Karnataka,Instagram page,Verified,Address incomplete
417,Facebook Group,Happy Pet Groomer 417,Pet Groomer,+91 9997875126,Near main road,Delhi,Delhi,Referral,Verified,
418,Community Referral,Animal NGO 418,NGO,+91 8046291672,Residential area,Bhopal,Madhya Pradesh,Instagram page,Verified,
